OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_ADDRESS_TWO,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_ADMIN_NAME,FAC_OPER_CURRYR,BEG_DATE,END_DATE,PARENT_NAME,PARENT_ADDRESS_ONE,PARENT_ADDRESS_TWO,PARENT_CITY,PARENT_STATE,PARENT_ZIP_9,REPORT_PREP_NAME,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,REPORT_STATUS,MGT_COMPANY,TRAUMA_CTR,TEACH_HOSP,MCAL_PROVIDER_NO,MCARE_PROVIDER_NO,ACLAIMS_NO,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_<=17,PSY_CENS_PATIENT_18-64,PSY_CENS_PATIENT_=65,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDPTY,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,INPATIENT_PALLIATIVE_CARE_PROG_OFFERED,INPATIENT_PALLIATIVE_CARE_PROG_NURSES,INPATIENT_PALLIATIVE_CARE_PROG_NURSES_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_PHYSICIAN,INPATIENT_PALLIATIVE_CARE_PROG_PHYSICIAN_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_SOCIAL_WORKER,INPATIENT_PALLIATIVE_CARE_PROG_SOCIAL_WORKER_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_CHAPLAINS,OUTPATIENT_PALLIATIVE_CARE_SERV_OFFERED,EMSA_TRAUMA_CTR_DESIG,EMSA_TRAUMA_PEDS_CTR_DESIG,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,ED_ANESTH_AVAIL24HRS,ED_ANESTH_AVAIL_ON_CALL,ED_LAB_SVCS_AVAIL24HRS,ED_LAB_SVCS_AVAIL_ON_CALL,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,ED_PHARM_AVAIL24HRS,ED_PHARM_AVAIL_ON_CALL,ED_PHYSN_AVAIL24HRS,ED_PHYSN_AVAIL_ON_CALL,ED_PSYCH_ER_AVAIL24HRS,ED_PSYCH_ER_AVAIL_ON_CALL,ED_RADIOL_SVCS_AVAIL24HRS,ED_RADIOL_SVCS_AVAIL_ON_CALL,EMS_VISITS_NON_URGENT_NOT_ADMITTED,EMS_VISITS_NON_URGENT_ADMITTED,EMS_VISITS_URGENT_NOT_ADMITTED,EMS_VISITS_URGENT_ADMITTED,EMS_VISITS_MODERATE_NOT_ADMITTED,EMS_VISITS_MODERATE_ADMITTED,EMS_VISITS_SEVERE_NOT_ADMITTED,EMS_VISITS_SEVERE_ADMITTED,EMS_VISITS_CRITICAL_NOT_ADMITTED,EMS_VISITS_CRITICAL_ADMITTED,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS
FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE,FINAL 2017 UTILIZATION DATABASE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2.1,1.1.1,1.3.1,1.3.2,1.4.1,1.5.1,1.6.1,1.7.1,1.9.1,1.10.1,1.11.1,1.12.1,1.13.1,1.13.2,1.14.1,1.15.1,1.16.1,1.17.1,1.21.1,1.21.2,1.21.3,1.21.4,1.21.7,1.21.8,1.21.9,1.21.10,1.21.011,1.21.012,1.21.013,1.21.014,1.21.015,1.21.016,1.21.017,1.21.018,1.21.019,1.21.020,1.21.021,1.21.022,1.21.23,1.21.24,2.1.1,2.5.1,2.25.1,3.1.1,3.1.2,3.1.3,3.1.5,3.2.1,3.2.2,3.2.3,3.2.5,3.3.1,3.3.2,3.3.3,3.3.5,3.4.1,3.4.2,3.4.3,3.4.4,3.4.5,3.5.1,3.5.2,3.5.3,3.5.4,3.5.5,3.6.1,3.6.2,3.6.3,3.6.4,3.6.5,3.7.1,3.7.2,3.7.3,3.7.4,3.7.5,3.8.1,3.8.2,3.8.3,3.8.4,3.8.5,3.9.1,3.9.2,3.9.3,3.9.5,3.15.1,3.15.2,3.15.3,3.15.5,3.16.1,3.16.2,3.16.3,3.16.5,3.17.1,3.17.2,3.17.3,3.17.5,3.18.1,3.18.2,3.18.3,3.18.4,3.18.5,3.19.1,3.19.2,3.19.3,3.19.5,3.20.1,3.20.2,3.20.3,3.20.5,3.25.1,3.25.2,3.25.3,3.25.5,3.30.1,3.30.3,3.30.5,3.31.1,3.31.3,3.31.5,3.35.1,3.35.3,3.35.5,3.40.1,3.43.1,3.44.1,3.45.1,3.46.1,3.47.1,3.49.1,3.50.1,3.51.1,3.52.1,3.53.1,3.54.1,3.55.1,3.56.1,3.57.1,3.58.1,3.59.1,3.64.1,3.65.1,3.70.1,3.71.1,3.72.1,3.73.1,3.74.1,3.80.1,3.81.1,3.82.1,3.83.1,3.84.1,3.85.1,3.86.1,3.87.1,3.90.1,4.1.1,4.1.2,4.2.1,4.2.2,4.11.1,4.11.2,4.12.1,4.12.2,4.13.1,4.13.2,4.14.1,4.14.2,4.15.1,4.15.2,4.16.1,4.16.2,4.17.1,4.17.2,4.21.1,4.21.2,4.22.1,4.22.2,4.23.1,4.23.2,4.24.1,4.24.2,4.25.1,4.25.2,4.30.1,4.30.2,4.30.3,4.35.1,4.40.1,4.45.1,4.50.1,4.51.1,4.52.1,4.53.1,4.54.1,4.55.1,4.56.1,4.57.1,4.58.1,4.59.1,4.60.1,4.61.1,4.62.1,4.65.1
106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,747 52ND STREET,,OAKLAND,94609,510-428-3000,"Michael Anderson, MD",Yes,1/1/17,12/31/17,,,,,,,Terry Oertel,Open,1/1/46,1/1/46,,,Level I - Pediatric,YES,,,140000014,15,9,13,6001401000,2c,,05 - East Bay,Alameda,140000015,Parent Facility,-122.26747,37.83722,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,0,0,0,0,0,0,0,111,40515,8181,28511,23,8395,459,1051,5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,16060,434,50,9875,12,4380,354,2564,190,69350,9428,46465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,69350,9428,46465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,LEVEL I PEDS,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,141,4,13333,134,17364,753,6633,1441,2802,4018,40273,6350,46623,37,0,91,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106010844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2001 DWIGHT WAY,,BERKELEY,94704,510-204-1257,Nicole Turck,Yes,1/1/17,12/31/17,Sutter Health,2200 River Plaza,,Sacramento,CA,95833,Sergio Cordova,Open,1/1/46,1/1/46,,,,NO,,,140000006,15,9,13,6001422900,2a,,05 - East Bay,Alameda,140000004,Consolidated Facility,-122.26984,37.86373,General Acute Care,Non-Profit Corporation (incl. Church-related),Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,25185,2351,17456,0,0,0,0,0,0,0,0,0,0,0,0,0,69,25185,2351,17456,0,0,0,0,0,0,0,0,0,0,44,0,44,2,35,7,44,11,1,16,0,0,16,0,0,0,0,44,Yes,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,2800 BENEDICT DRIVE,,SAN LEANDRO,94577,510-357-8300,Varsha Chauhan,Yes,1/1/17,12/31/17,Kindred Healthcare Inc.,680 4th St.,,Louisville,KY,40202,Qiwen Karen Li,Open,11/13/62,11/13/62,,,,NO,,,140000148,18,9,13,6001432800,2f,,05 - East Bay,Alameda,140000066,Parent Facility,-122.13119,37.71621,General Acute Care,Investor - Corporation,General Medical / Surgical,89,32485,388,21753,0,0,0,0,0,0,0,0,10,3650,62,249,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,36135,450,24055,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,99,36135,450,24055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106010937,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,,OAKLAND,94609,510-655-4000,Charles J. Prosper,Yes,1/1/17,12/31/17,Sutter Health,2200 River Plaza,,Sacramento,CA,95833,Sergio Cordova,Open,1/1/46,1/1/46,,,,NO,,,140000425,18,9,13,6001401300,2m,,05 - East Bay,Alameda,140000284,Parent Facility,-122.26257,37.82106,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,309,112785,10922,47116,0,0,0,0,0,0,0,0,30,10950,288,1153,5543,6,2190,496,628,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,21170,1215,18037,403,147095,12921,72667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,147095,12921,72667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,Yes,0,0,3,3,1,1,2,Yes,0,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,463,2,2700,6,11842,74,14564,1193,7964,8309,37533,9584,47117,25,0,473,Yes,0,0,0,4,0,2,2,0,0,16,0,5,29
106010967,ST. ROSE HOSPITAL,27200 CALAROGA AVENUE,,HAYWARD,94545,510-264-4000,Aman Dhuper,Yes,1/1/17,12/31/17,Hayward Sisters Hospital,27200 Calaroga Avenue,,Hayward,CA,94545,May Woodward,Open,10/10/62,10/10/62,,,,NO,,,140000041,20,10,15,6001437300,2g,,05 - East Bay,Alameda,140000107,Parent Facility,-122.08962,37.63291,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,163,59495,4170,17366,17,6205,625,1593,0,0,0,0,9,3285,241,878,2761,6,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,71175,5036,21720,0,0,0,0,0,0,0,0,22,8030,0,,0,0,0,0,0,0,0,0,0,217,79205,5036,21720,0,0,0,0,0,0,24,610,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,YES,YES,,393,0,5200,1,14989,2,6758,24,3594,3663,30934,3690,34624,17,0,900,Yes,4,3,0,0,0,1,0,0,0,0,2,0,10
106010987,WASHINGTON HOSPITAL - FREMONT,2000 MOWRY AVENUE,,FREMONT,94538,510-797-1111,Nancy Farber,Yes,1/1/17,12/31/17,,,,,,,Daniel Nardoni,Open,11/19/58,11/19/58,,,,NO,,,140000118,20,10,17,6001441924,2l,,05 - East Bay,Alameda,140000116,Parent Facility,-121.98006,37.55847,General Acute Care,District,General Medical / Surgical,259,94535,12082,52307,22,8030,1570,3628,17,6205,246,391,13,4745,182,1408,4733,16,5840,122,668,2428,0,0,0,0,0,0,0,0,0,0,14,5110,147,153,1448,0,0,0,0,341,124465,14349,64935,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,341,124465,14349,64935,0,0,0,0,0,0,22,1570,3628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,YES,,,Yes,1,1,2,2,1,0,1,Yes,0,0,Basic,Basic,,YES,YES,,YES,,YES,,YES,,,YES,YES,,2510,7,5728,9,17963,46,12389,134,4364,6708,42954,6904,49858,23,0,854,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106013619,SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,,SAN LEANDRO,94578,510-437-4800,James Jackson,Yes,1/1/17,12/31/17,Alameda Health System,1411 East 31st Street,,Oakland,CA,94260,Jody Copeland,Open,9/1/12,8/9/60,,,,NO,,,140000186,18,9,13,6001433104,2h,,05 - East Bay,Alameda,550002039,Parent Facility,-122.14067,37.71364,General Acute Care,City and/or County,General Medical / Surgical,84,30660,2879,10393,0,0,0,0,0,0,0,0,9,3285,200,51,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,33945,3079,12448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,33945,3079,12448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,YES,YES,,488,1,6463,8,11855,158,7116,748,5725,1648,31647,2563,34210,12,8030,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
