"GEOID","TractLat","TractLon","OSHPDID_1","HospLat_1","HospLon_1","Dist_1","OSHPDID_2","HospLat_2","HospLon_2","Dist_2","OSHPDID_3","HospLat_3","HospLon_3","Dist_3"
6001400100,37.8676275,-122.231946,306012807,37.8675,-122.26176,0.0298142726265476,306014044,37.86379,-122.26895,0.0372024518311727,306014360,37.85309,-122.26957,0.0403349015401115
6001400200,37.8481386,-122.2495968,306014210,37.831642,-122.254379,0.0171757750450984,306014360,37.85309,-122.26957,0.0205777812263579,306012807,37.8675,-122.26176,0.0228649785523577
6001400300,37.8405983,-122.2544365,306014210,37.831642,-122.254379,0.00895648457487769,306014360,37.85309,-122.26957,0.0196230831201443,306014296,37.84176,-122.274544,0.0201410303395916
6001400400,37.8482803,-122.2574533,306014360,37.85309,-122.26957,0.0130363964721927,306014210,37.831642,-122.254379,0.0169199393432677,306014296,37.84176,-122.274544,0.0182922480461086
6001400500,37.8485412,-122.2647277,306014360,37.85309,-122.26957,0.00664375275955441,306014296,37.84176,-122.274544,0.0119308180411155,306014161,37.84816,-122.27793,0.0132078021915111
6001400600,37.8419909,-122.2648882,306014296,37.84176,-122.274544,0.00965856037150904,306014360,37.85309,-122.26957,0.0120461309992072,306014161,37.84816,-122.27793,0.0144272777075205
6001400700,37.8417667,-122.2723529,306014296,37.84176,-122.274544,0.00219111024369381,306014161,37.84816,-122.27793,0.00848400431989221,306014360,37.85309,-122.26957,0.0116602596583445
6001400800,37.8454675,-122.2833944,306014161,37.84816,-122.27793,0.00609173403967209,306014018,37.85386,-122.27925,0.00936002711587951,306014296,37.84176,-122.274544,0.00959557900337341
6001400900,37.8394912,-122.2802646,306014296,37.84176,-122.274544,0.00615408139366818,306014161,37.84816,-122.27793,0.00897766398346638,306014018,37.85386,-122.27925,0.0144045765852375
6001401000,37.8312255,-122.2719014,306014296,37.84176,-122.274544,0.010860894300654,306014254,37.8190119,-122.2646799,0.0141888014719378,306014210,37.831642,-122.254379,0.0175273493150034
6001401100,37.8305038,-122.2638582,306014210,37.831642,-122.254379,0.0095472892425035,306014254,37.8190119,-122.2646799,0.011521239364759,306014296,37.84176,-122.274544,0.0155205786000412
6001401200,37.8306139,-122.2579003,306014210,37.831642,-122.254379,0.0036683161395956,306014254,37.8190119,-122.2646799,0.0134376106566644,306014296,37.84176,-122.274544,0.0200311830629159
6001401300,37.8181162,-122.2666978,306014254,37.8190119,-122.2646799,0.00220775879570108,306014245,37.81075,-122.26253,0.00846353704310659,306014253,37.80723,-122.27429,0.0132721833652151
6001401400,37.820756,-122.2733874,306014254,37.8190119,-122.2646799,0.00888045275084606,306014229,37.807256,-122.274352,0.0135344173557635,306014253,37.80723,-122.27429,0.0135560821316537
6001401500,37.8229286,-122.2806336,306014254,37.8190119,-122.2646799,0.0164274490588129,306014229,37.807256,-122.274352,0.0168845754853341,306014253,37.80723,-122.27429,0.0169318428683978
6001401600,37.8173716,-122.2814825,306014229,37.807256,-122.274352,0.0123761623134965,306014253,37.80723,-122.27429,0.0124331857064116,306010992,37.80441,-122.28795,0.0144855662923511
6001401700,37.8225184,-122.3077741,306014261,37.8081661,-122.2965249,0.0182354878171702,306010992,37.80441,-122.28795,0.0268497503036885,306014229,37.807256,-122.274352,0.0367420416167989
6001401800,37.8095326,-122.2982355,306014261,37.8081661,-122.2965249,0.00218940051384452,306010992,37.80441,-122.28795,0.0114905413715014,306014229,37.807256,-122.274352,0.0239917585810314
